美壳壳无良商家退货和稀泥,irr
我一张单,irr
它分好多次退,irr
质量那么差,rel
让我支付邮费我都忍了,irr
竟然退费的额度也做手脚,irr
我提供证据,irr
它们竟然说是系统就这样,irr
不管了,irr
我无处投诉,irr
欺人太甚了,irr
应该是正品吧,irr
正品,rel
用了,irr
一段时间了,irr
买了几次,rel
非常好,rel
因为负责我们小区的京东快递小哥很负责,irr
所以才选择在京东购买,irr
一开始送来一点电都没有,irr
开机都开不了,irr
吓死我了,irr
我还以为坏了,irr
充充电就好了,irr
验证过了,irr
是真机,irr
还是很开心的,irr
不得不服京东,irr
昨晚9点下的单1今早9点到货收到宝贝,irr
无论是服务还是快递速度还有谁能比,irr
感谢快递小哥,irr
感谢老板,irr
发货速度快,irr
不错,irr
手机,irr
是正品,irr
很好,irr
质量正品,rel
配送速度快,irr
还行,irr
电池跟速度差一点,rel
整体还行吧,rel
物流很快,irr
快递员服务态度也很好,irr
商品也非常满意,irr
很好的手机,rel
拿在手里很方便,rel
半个月不到黑屏死机了,rel
倒霉,irr
手机挺好,rel
老妈用,irr
功能够了,rel
非常好,irr
不能长时间玩游戏,rel
不错不错不错不错不错,irr
性价比高,rel
送货速度快,irr
服务好,irr
很棒的,irr
很喜欢,irr
给家人买的,irr
还没有打开,irr
目前和京东上看到的图片一样&hellip,irr
&hellip,irr
刚买回来要用一段时间才知道好不好,irr
还可以,rel
毕竟价格比较合适了,irr
赞一个吧,irr
手机收到了,irr
是正品,irr
回来立刻就激活了,irr
虽然是5s,irr
但是一点都不比6差,irr
而且性价比现在真的是非常高,rel
推荐购买,irr
不错是新品,irr
质量没问题,rel
还不错,irr
值得拥有,irr
还不错,irr
应该是全新的吧,irr
至少在官网能查到信息,irr
只是充电发热,rel
不玩游戏聊**也不多,irr
也就接了几个电话,irr
一天不到就自动关机了～也可能后台有耗电程序没关～总体来说还是不错的,rel
首先是快递,irr
快递快,irr
依然给力,irr
其次是手机质量,rel
非常值得推荐,rel
正常接打电话使用非常方便好用,rel
很满意,rel
价格又划算,rel
昨天收到货,irr
感觉不错,irr
官方查询了下序列号,irr
都是正常的,irr
给父母买的,irr
功能够用,rel
反应比较快,rel
单手操作方便,rel
价格可以,rel
现在买国产的一千多也够呛能买到好些的,irr
苹果的品质错不了,rel
宝贝不错,rel
物流很快,irr
不错,irr
帮老人买的,irr
不错,irr
不错苹果手机不过时很好用,rel
目前还可以,rel
非常不错,irr
给小女孩买的,irr
拿在手上非常靓,rel
其它功能也都很好,rel
反应快,rel
正品哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,irr
很好很好很不错,irr
满意满意,rel
物流很快,irr
第二天中午就到了,irr
没有发票,irr
拿到的手机没电开不了机,irr
充1,irr
会才能开,irr
手机现在看上去不错,rel
希望能耐用,rel
非常好用,rel
苹果领先了手机行业至少五年啊,rel
不错的,irr
送货也太快了点,irr
遇点小插曲,irr
售后以帮助解决了,irr
手机很顺畅,rel
就是刚开机都没有电了,rel
充很久才有电,rel
还不错,rel
物流很快,irr
服务态度也很好,irr
还是很经典,rel
苹果5s是设计上我很满意的手机,rel
过去了这么长时间,irr
还是买一台,irr
做个纪念,irr
苹果官网上查了,irr
是新机器,irr
好,irr
给老爸买的上手非常快系统简单就是好快递小哥送货相当满意非常好,irr
睡一觉,irr
快递就到了,irr
京东就是快,irr
我查了是真品,irr
只是没给我联保,irr
很好,rel
很流畅,rel
已经在使用了,irr
手机很好没有问题是全新机保修无问题,rel
非常好非常好,rel
15年产的拿到已经没电了应该不是翻新机还不错信赖京东,irr
小巧玲珑,rel
很喜欢,rel
只不过版本为什么是10的系统啊,rel
为什么不是9.3的,irr
好东西好东西好东西好东西,rel
手机是正品,rel
特别好用,rel
好用,rel
支持联通移动4g,rel
机子用的不错,rel
不错物美价康,rel
值得信赖,rel
给老人买的,irr
她就喜欢这种小的,irr
出门带方便,rel
查了是正品,irr
用了有大半个月了也没有问题,rel
先用着吧,irr
后面追评,irr
不错的,rel
下次继续京东,irr
KKK退你一句一句也睡下去,irr
刚入手不到二天就下价,irr
牌子机,irr
值得入手,rel
手感好,rel
再来一台,irr
更新到了10.3.3系统很流畅买的膜让我贴的很失败,rel
反正也是备用机,irr
就是从7切换到5s视觉差太大,rel
特地用了个把月才来评论,irr
还行吧,rel
也不算他们说的很卡,rel
给家里买的,irr
用着还不错,rel
大小合适,rel
物美价廉,rel
送货迅速,irr
好评,irr
手机很好,rel
信赖京东,irr
正品,irr
给我爸爸买的还不错查了一下不是翻新机挺满意的,irr
备用机,irr
妥妥的,irr
就是激活时间是2016年11月,irr
不知道质量怎样,irr
后期追评,irr
东西用着还可以就是按键松动一晃动手机响的厉害,rel
一开始还以为里面有螺丝掉了呢,rel
手机用了一段时间,irr
就有一天光标错位,rel
其他没发现有什么问题,rel
10.1的系统不用再升级了,rel
价廉物美,rel
物流很快,irr
好评,rel
还是蛮好用的,rel
宝贝不错很棒我爸爸很喜欢,rel
小巧实用,rel
虽然是很老的机型了,rel
依旧够用,rel
很好,rel
和以前用的一样,irr
现在便宜好多,rel
给老妈买的,irr
平常就是打个电话发个微信,rel
一切正常,rel
速度很快,rel
不过为什么没开机,rel
开不了啊,rel
昨天买的,irr
就有问题,irr
打电话听不见我都醉了,rel
绝壁正品收到货先在官网验证确实未激活然后开机激活手机再查保修日期整1年新的飞起还有3码合一,irr
喜欢5s的手感,rel
速度挺快,rel
不赖,rel
是不是翻新机嘛,irr
看看就知道啦,irr
嘘,irr
老人机就这样吧,irr
但快递服务就好评,irr
不错,irr
很好用,rel
还可以,rel
希望是行货,irr
自我感觉手机还可以,rel
非二手,irr
至于是不是官宦机也无所谓了,irr
新买的激活不了,rel
激活好几次了也不好使真的是服了第一次在京东买就不好使,rel
已经收到货,irr
感觉还好,rel
谢谢京东&hellip,irr
&hellip,irr
&hellip,irr
&hellip,irr
手机太费电,rel
不知为啥,irr
不满意七天之内无理由退货不退我要投诉,irr
不错,irr
先用着等8了&hellip,irr
&hellip,irr
是正版的,irr
用了那么久没出现过问题,rel
已经开始用了,irr
产品很好,rel
快递小哥服务也很好,irr
快递速度很快,irr
很给力,irr
赞,irr
挺好的挺好的挺好的挺好的&hellip,irr
手机不错,rel
无瑕疵,rel
还可以吧就是用苹果系统的,rel
这个手机完全没有问题升级到10.3.3也很流畅对得起这个价钱666,rel
这是我第二次买,irr
荣盆友,irr
6.18买的,irr
价格合适,rel
用着也不错,rel
快递很快,irr
手机用的也挺好的,rel
就是电池不耐用,rel
充满电一会就没了,rel
总体还算不错,rel
我不是很懂,irr
就是买来直播用一下,irr
觉得还不错,rel
刚到手,irr
查了下序列号,irr
真品没问题&hellip,irr
&hellip,irr
陆续再来评价,irr
物流是真快,irr
手机还没用,irr
很好非常不错,rel
老太太手机坏了,irr
给老太太买的,irr
回来手机被我从作系统整好了,irr
这个手机就成备用的了,irr
还可以,rel
手机收到了,irr
和想象中的一样,irr
质量杠杠的,rel
手机不错,rel
很好用,rel
比较喜欢,rel
备用机,irr
还好了,rel
不要求太高,irr
帮别人买的,irr
苹果手机真的没话说,rel
这个时候买性价比高,rel
就喜欢5s,rel
大小合适,rel
就是喜欢这一款,rel
老爸的手机屏幕碎了就给他买了这款,irr
用iPodtouch6th的价格买了个5s,irr
手机不错,rel
希望不要太卡,rel
查过时间是对的,irr
质量很好下次还会购买,rel
给朋友买的,irr
说用着还行,rel
不错,rel
帮同事买的,irr
还不错了,rel
就是电池发热严重,rel
不错价格实惠,rel
很好用,rel
还没使用,irr
使用后再来评价吧,irr
是正品国行机当工作备用的还是挺不错的,irr
物流快,irr
客服的讲解也很给力,irr
很好用,rel
真的很好用,rel
性价比很高,rel
手机一点不卡,rel
绝对不是翻新机,irr
总体用起来还可以,rel
就是耗电太快了,rel
估计是翻新机吧,irr
毕竟价钱在那里,irr
也懒得退货了,irr
经典之作,rel
白菜价格,irr
哈哈哈哈哈,irr
好,irr
好,irr
现在苹果真便宜,rel
不过是存货,irr
日历不能转换成中文,rel
手机挺好的重要是快递很快,irr
小县城隔一天就送达,irr
很好,irr
送货的速度挺快呀,irr
挺好的有点发烫,rel
设置有点烦,rel
随便用用,irr
挺好的,rel
是正品,irr
挺满意的用了几天才来评价物流挺快的第一天下单第二天就到了挺好挺好不多说了,irr
例行好评,irr
例行好评,irr
挺好的,rel
是正品,irr
很好,irr
给老妈买的,irr
送货速度快,irr
到手已是10.3.2的系统,rel
目前用起来还不卡,rel
主要用来电话短信微信,rel
作为一个通讯机还是很够用的,rel
其他还没试,irr
够用就好了,rel
价钱摆那了,irr
不想要求太高了,irr
挺好的,irr
推荐购买,irr
不错的,rel
还可以,rel
东西非常好非常好非常好非常好非常好非常好非常好非常好,rel
给家里老人用很方便,rel
安全,rel
不需要担心国内手机厂商的各种流氓行为,irr
手机系统自带的软件里全是广告,irr
挺好,irr
性价比比较高,rel
一直青睐5s,rel
个头小,rel
拿着方便,rel
老人机无所谓,irr
买来做备用机～还不错,irr
比较满意,rel
的确翻新机但性价比挺高,rel
挺好用的,rel
同等的价格我觉得还是这个好用些,rel
谢谢,irr
用了一段时间了,irr
非常好用,rel
还是性能好的东西,rel
虽然过时,rel
但是一流的流畅,rel
备用机首选,irr
赞,rel
赞(/≧▽≦/),irr
手机是正品,irr
不过是16年9月生产的,irr
信号有时满,rel
有时就一格,rel
可能我这里的信号不太好,irr
软件安装比较安全,rel
出现病毒的概率很低,rel
因为安装软件时要输入密码才能下载安装,rel
好好好好好好好好好好,irr
东西还可以,rel
价格也很便宜,rel
可惜没有黑色的了,rel
拿回来是没电的,rel
要充下才能开机,rel
东西很好用,rel
值得回购哦,irr
全新,irr
嗯可以,irr
帮别人买的,irr
是正品,irr
永远支持京东,irr
全新未激活,irr
ISO9.3,irr
手机不错分辨率牛逼,rel
给母亲买的,irr
居然没有预充电,rel
&hellip,irr
还可以,rel
用着看,irr
..........,irr
一点电也没有,rel
还不知道怎么样,irr
好的吧,irr
用起来很好,rel
屏幕小点,rel
小方便跑步携带,rel
同时有种刚用第一步洛基亚的手感,rel
&hellip,irr
&hellip,irr
&hellip,irr
&hellip,irr
正品手机外形经典之作,rel
唯一不太满意的就是手机都没电了,rel
不知道亏电了吗,rel
用几天再追评吧,irr
刚开机,irr
目前电池发烫其他没有任何情况,rel
好东西,rel
推荐购买,irr
很好用,rel
我非常喜欢,rel
全新原装正品,irr
价格算是比较实惠了,rel
内存容量小了点,rel
手机是新的,rel
用电要觉有点快,rel
用了有一段时间了,irr
确实很不错的,rel
收到还是9的系统,rel
很流畅,rel
不打算升级了,irr
就是电池不怎么耐用,rel
感觉还可以,rel
在用用看吧,irr
一切正常,rel
正品有保障,irr
其他都挺不错的,irr
就是比较暖和,rel
很不错买给老爸用的电池是苹果的通病,rel
还真是库存机,irr
到手一点电都没有,rel
买给我爸当老人机用的,irr
不错,irr
正品,irr
好用,rel
这个价买入真是实惠,rel
不买后悔了哦,irr
虽然是几年前的货,irr
但不比市面上的差,rel
手机还可以,rel
就是充电发烫,rel
有时玩着也发烫,rel
很差,rel
坏了用了一个月,rel
刚给老婆买了一部,irr
用着还不错,rel
不知是不是返翻新很多人说这个不生产了,irr
为什么评价这么晩,irr
等孩子中考完,irr
才给她用,irr
正品,irr
家里有很多这个品牌,irr
省心好用,rel
手机到了充电中目前还没有发热的现象,rel
第一,irr
充电快,rel
发热高,rel
第二,irr
充电口有脏的痕迹,rel
这个评论也有人提过,irr
别的地方我看得十分严谨,irr
十分干净没痕迹,rel
所以综合来说是否翻新保留意见,irr
第三,irr
系统是935,rel
包装没安全防护,irr
总体来说比较满意的,rel
就是手机发热特别快,rel
用了好几天了,irr
很顺手,rel
还是喜欢小屏幕的手机,rel
赞,rel
很nice的手机.小巧.各方面都不错了.物美价廉,rel
总体还可以就是一开始没有电,rel
还可以,rel
小屏很好,rel
第一次买苹果的,irr
买来当个备用的,irr
刚拿到手里机都开不了,rel
没电,rel
现在在充电不知道开机后还好不,irr
帮老婆买的4.7吋刚刚合适,rel
还是原来的感觉,irr
经典,rel
也很实用,rel
虽然是13年的手机,irr
但是京东卖的是库存并非翻新机,irr
就是手机收到之后需要充20分钟的电,rel
一切正常,rel
居然2小时就把电充满了,rel
毕竟电池容量小,rel
很,irr
物流很快,irr
货物包装的也很好,irr
嗯电池还没有测试,irr
今天刚拿到的正在充电,irr
还没有使用,irr
备用机很不错,irr
挺好用的,rel
非常满意,rel
想当年自己5000+买的,irr
现在真便宜,rel
给妈妈用,irr
刚领道就急不可待,irr
希望是款不错的手机,rel
用着还行,rel
好的很好的很好的很好的很好的很好的很好的很好的很好的很好的很好的很好的很,irr
还好不错的经典手机,rel
第一次用苹果手机,irr
希望一直好用,irr
打电话老是没声音没声音有时候又挂电话,rel
太破烂了就是翻新机器大家千万不要买,rel
刚拿到手机还不知道物流挺快的,irr
快递很给力,irr
24小时就到货了,irr
手机反映有点慢,rel
机子很不错,rel
外观没有瑕疵,rel
第一次用苹果机还不太会用,irr
回家急急急急急急急急急,irr
还行吧,irr
刚收到货还在安装软件中用后在看效果,irr
很好用,irr
还没有开过的,rel
是正品,irr
至于还跟不跟的上时代还待观察,irr
东西很好,rel
非常满意,rel
一直用京东,irr
看着还不错,rel
还没怎么用,irr
用惯了大屏幕,irr
这个屏幕确实有点不习惯～,rel
没有越狱,rel
拿过来是未开封未激活的,rel
买东西上京东还是很靠谱的,irr
开机慢充一会儿电机身就很烫了,rel
估摸着是翻新机,irr
激活后点设置看通话时间都没抹掉,rel
呵呵了,irr
不激活咋看这些啊,irr
嫌麻烦我也就不退了,irr
6琥珀1特1use1特1USB1USB1T1FTP1非也席尔瓦,irr
还行吧,irr
挺好的,irr
东西很不错音质拍照游戏电池感觉都很好性价比很高的一款就是赠品一个都没,rel
很棒的一次购物体验满意好评,irr
查了一下序列号,irr
是正品新机,irr
不错,irr
喜欢的手机,rel
京东手机包装太差,irr
空气舍不得一张,irr
给老爸用的,irr
挺好的,irr
京东自营店还是不错的可信刚在自营店买了一部5s外观和性能都还可以虽然是第一次买苹果不过能在京东经营店买到都还不错的苹果还是挺好的一件事情不过建议屏幕还是有点点小其他都很满意给五颗星希望不是官换机最好,irr
手机不错,rel
运行流畅,rel
操作简便,rel
用用挺好的,irr
价格很实惠,rel
京东购买放心送货上门却不错,irr
帮公司买的测试机,irr
还不错,rel
这是在网上买第三台苹果了,irr
第一台5S,irr
第二台6S,irr
第三台又是5S,irr
是正品给家里老人用合适了,irr
买了一个一看没毛病赶紧又买一个,irr
三天内买了两个5S还是自营的送货速度快啊,irr
非常喜欢,rel
备用机来的,irr
感觉还是挺好的,rel
挺好的,rel
价格,irr
太喜欢这个手机了小巧流畅依旧好用,rel
质量不错结实耐用,rel
性价比超级高的产品,rel
挺好的,rel
耐用,rel
经济实惠,rel
手机很不错,rel
体会到苹果老司机们的忠贞不渝之情,irr
不错,irr
包装不错,irr
物流快,irr
手机挺好的,rel
之前买过SE,irr
出上手感觉两款机子差不太多,irr
官方检验是正品,irr
做备用机还是绰绰有余的,irr
好,irr
手机是全新正品,irr
就是质量没有官网买的好,rel
用着感觉还好吧,rel
快递很给力,irr
特地用两天再来评价,irr
应该是正品,irr
运行流畅,rel
屏幕大小正合适,rel
包装精美,rel
本来以为像素低担心拍照效果,rel
试了一下,irr
很清晰,rel
必须好评,rel
速度还是可以的,rel
看看用的效果如何了,irr
手机全新,irr
可惜的是系统不是8系统,rel
真实参考,irr
第一,irr
1如果这手机是翻新,irr
我当场吃了它,irr
第二,irr
手机发烫,rel
你边充电边用是个手机都烫,rel
第三,irr
电池消耗快这他么是正版苹果公认的好么,rel
用过苹果的都知道,irr
差评只怕是你认为没有达到你的预期,irr
我提到的问题都是正版苹果本身就有的问题,irr
跟人家京东无关啊,irr
不想说什么,irr
生产日期2019年,irr
非常好,irr
京东送货小哥服务态度很好,irr
今天我的心中也有～在于我们,irr
好用,rel
只不过不会用啊,irr
从未用过苹果手机,irr
质量很好,rel
值得拥有,irr
手机收到,irr
给我朋友家孩子买的,irr
非常满意,rel
前几天在外地,irr
朋友贷取货的,irr
刚抽出空评论,irr
手机开不了机,rel
也充不了电,rel
换货,irr
可以,irr
真品,irr
好用,rel
就是没有电了,rel
当备用机使用,irr
性价比可以接受哦,rel
快递员很好赞,irr
好,irr
物超所值,rel
是正品京东值得信赖,irr
用了几天没有问题,rel
很好,rel
五星,irr
很好,irr
五星,irr
很好,irr
五星,irr
国行全新正品,irr
系统是9.3.4,rel
没有升级用着也很流畅...很值得,rel
好用,rel
性价比很高啊,rel
哈哈,irr
到货很快,irr
东西应该挺赞的吧,irr
还没有开封,irr
晚上回去开吧,irr
手机没毛病,rel
就是电池有点不耐用,rel
还不错,rel
比较实惠,rel
送货也挺快,irr
刚收到,irr
配送速度赶赶的,irr
现在的价格超值,rel
买来保存,irr
确实是正品,irr
挺不错的,irr
5S毕竟是一代经典,rel
用起来到现在都不卡,rel
可以就是小...,rel
快递速度快,irr
习惯还没有试先平论,irr
就那样吧,irr
买了也没啥用,irr
买多了,irr
翻新机,irr
还说激活就不能退,irr
不激活我怎么知道是好的,irr
还是坏的,rel
坑你爹我啊,irr
吃亏上当,irr
而却激活了好长时间,rel
快递员态度也不好,irr
还说如果早知道是现金的话,irr
就不来送了,irr
你他娘的就非得刷卡吗,irr
垃圾,irr
在京东购买了,irr
很多东西,irr
这次上当了,irr
京东做不了上档次的东西,irr
只能做低档的,irr
连快递员都说是翻新机,irr
坑你没商量,irr
垃圾,irr
看中的是小,rel
很便携,rel
外观也行,rel
性能差了些,rel
显示屏也一般,rel
毕竟是几年前的东西,irr
价格跌成这个样子就不用挑剔了,irr
国内品牌5寸以下的很少,irr
样子好一点的没有,irr
不错不错很好哟,irr
很好用,rel
系统流畅,rel
小屏幕手机旗舰,rel
备用机王,irr
不错哦,irr
很给力,irr
用起来速度超快,rel
还有刚开始ID设置不进去,rel
客服超有耐心解答疑问,irr
在此表示非常感谢,irr
还可以很好了,irr
不错的机子很喜欢,rel
送货很快,irr
送货的速度真快啊,irr
不错,irr
十分喜欢,rel
做备用机不错,irr
不错的宝贝,rel
很喜欢,irr
值得推荐,irr
金士顿,irr
Kingston,irr
64GBU盘USB3.0DTSE9G2金属银色亮薄读速100,irr
还不错,irr
速度挺快,rel
赞赞赞赞赞赞赞赞赞赞赞赞,irr
手机主要是电池的问题,rel
质量挺好的,rel
目前用着还不错当备用机使拿在手里很轻没升级到10怕用着卡买回来的时候需要先充电才能开机,irr
很好,irr
很美观,rel
做工精良,rel
很优惠,rel
款式很好,rel
简约时尚,rel
满意,rel
外观好看手感好家里都用这个,rel
外观很漂亮,rel
跟家里的格调很搭配,irr
质量不错,rel
价格不贵,irr
满意,rel
奔着这个牌子去的,irr
比店里买的便宜,rel
推荐选购,irr
服务态度和诚信非常好,irr
值得推荐给大家,irr
也值得收藏的店铺,irr
质量很不错卖家发货快服务态度好很实用我很满意,irr
很好,irr
漂亮性价比高,rel
宝贝收到质量很好价格实惠服务周到,rel
质量非常好,rel
做工材质一流,rel
非常满意好评,rel
觉得还是划算,rel
东西也不错,rel
还不错的,irr
挺好的,irr
只是好奇怪为什么拿回来一点电都没有,rel
后来充了好半天才开机,rel
反正价格挺便宜的,rel
就是给老公当备用机,irr
先用着吧,irr
第一次购买苹果手机,irr
京东的服务非常好,irr
就是苹果手机没有我想象的好,rel
第一天下单,irr
第二天就拿到手机了,irr
怎么也开不开机,irr
弄了半天原来没有电,irr
充上电才打开,rel
声音和音质不怎么好,rel
感觉可以,rel
不太像翻新的,irr
不错,irr
挺不错的手机,rel
充不了电,rel
昨天已送售后,irr
只能差评,rel
这是最失败的一次购物,irr
手机电池待机半天没有电了,rel
别人看了后说是翻新机,irr
2013年在这里买过4台5S都不错,irr
也买过电视,irr
都还不错,irr
京东,irr
你这样发展,irr
末日到了,irr
手机充电时发热严重到烫手的地步,rel
这一点很难接受,irr
后续问题慢慢使用后在追评,irr
买到翻新机了,irr
每次更新,irr
上面出现别人的ID,irr
在京东购物四年多了第一次给差评,irr
手机买第一个读不出号码卡,rel
申请换货,irr
售后检测后建议退货后重新下单,irr
好吧我就退货重新下单了,irr
但是收到的货没有保修卡而且手机充电器还是坏的,irr
我是彻底无语了,irr
很明显就是翻新机的,irr
收到的时候外壳有被刮的几个痕迹,irr
不好用,irr
触摸屏反映很慢,rel
供应商客服就是垃圾,irr
我是京东的钻石会员,irr
从没给过差评,irr
可这次非差评不可,irr
买了二个手机想要送人的,irr
其中一个保护膜破裂,irr
找客服,irr
结果说是仓库弄坏的,irr
让我把膜撕掉就行,irr
我要换货就给我打官腔&hellip,irr
&hellip,irr
有图,irr
感觉不怎末像新的,irr
手机摇晃有声音,rel
苹果越来越烂了,rel
我从yamaxun上买了一个,irr
有问题,irr
跑到苹果直营店做检测,irr
换了两次,irr
直接拒签,irr
都是同一问题,irr
抱着侥幸心理在京东上买了个,irr
也是一样的问题,irr
不用开机,irr
手机摇晃有异响,rel
京东还不让拆机验货,irr
郁闷,irr
可以退货吗,irr
早上到货,irr
已经发现问题,irr
发货速度太慢了,irr
等了4天才出货,irr
从四川到云南在路上2天还能理解,irr
可是明明到了我所在的城市了,irr
当地的快递小哥却足足熬了3天才给我送过啦,irr
而且是我主动打的电话,irr
大家如果急用的千万别再这买,irr
更新系统过后直接信号不稳定,rel
根本用不了,irr
给低分原因是,irr
根本没有收到送的流量卡,irr
收到货后忘记这个看这个,irr
过几天再问客服,irr
说过了3天没办法核实,irr
不开心,irr
扬声器没声音,rel
没爱了,irr
电量消耗快,rel
容易发热,rel
反应不灵活,rel
一次最不愉快的购物,irr
由于机子有两个小点退不了,irr
将就用了,irr
良心建议慎买,irr
太次了,irr
严重不好卡,rel
手机有问题,rel
售后服务非常不到位,irr
解决不了问题,irr
信号超级差,rel
前几天买2099,irr
第二天就1999,irr
请京东给个说法,irr
客服态度差的要死,irr
问她关于手机的问题,irr
手机老是激活不了所以才想问问客服,irr
半天蹦出来一句话还答非所问,irr
后来直接给我一个400的总公司电话就不管了说自己不懂手机,irr
试问你不懂手机你还买手机,irr
京东那么的的一网络公司会瞎到让你屁都不懂的人来做客服,irr
最气人的还说那下次不要在网上买东西直接去实体店买比较好,irr
请问你说这句话对的起你们公司每月给你发的工资么,irr
我也算倒霉,irr
第一次京东购物就遇到这样的渣渣&hellip,irr
&hellip,irr
说实话还没*客服好最起码人家有问题会解决,irr
到货都没打电话,irr
没收到货,irr
苹果5s激活时,irr
无法创建ID,rel
因为出现服务器故障什么情况,irr
求大神赐教,irr
一下子*一下子*,irr
套路真多,irr
买贵了,rel
实体店也这个价,irr
感觉性价比不高,rel
没有发票,irr
买回来一点电都没有,rel
暂时用着看但发票一定寄给我,irr
手机有点卡,rel
手机总是显示重启,rel
右上角左下角翘屏,rel
过几天再看看,irr
价格真的没保障,irr
不在相信京东,irr
很失败不一次购物,irr
买的手机刚用一个月就充不进去电,rel
用电特别快,rel
一天要冲两次电,rel
不用都掉的很厉害,rel
充电器是坏的,rel
感觉像翻新机,irr
坑坑洼洼&hellip,irr
&hellip,irr
&hellip,irr
&hellip,irr
翻新机,irr
差,irr
要的发票也没有给我,irr
第一天买,irr
第二天就降了100.唉,irr
心酸,irr
不会在买了,irr
2199买了就降价,irr
受不了,irr
丢,irr
买到手不到三天掉价,irr
我是不是应该退货再买过一次,irr
指纹识别无法识别,rel
手机不怎么样,rel
用了几天老死机,rel
直接接带不住电,irr
就带半天电,irr
太坑了,irr
下次还是支持国产或者去实体店吧,irr
不满意,irr
买了才三天就降了,irr
还因为有赠品不能申请价格保护,irr
充电器坏的质量不好,rel
绝对不是新机真品,irr
一点也不流畅,rel
许多功能都用不了,rel
送货很快,irr
但是用了半个月打电话老是没声音,rel
打开软件经常卡死,rel
垃圾,irr
发票发票发票,irr
保修已过期啊,irr
果然是2手东,irr
客服点不进去售后没电话.京东只此一次还是不说脏话了,irr
我刚才提交居然说有敏感词汇,irr
ershoudong,irr
看来受骗得还有很多啊,irr
什么鬼烂机,rel
买还不不到2周,irr
经常死机,rel
死机后好几次很难开,irr
不是这样坑消费者吧,irr
买回来后发现电池沒用,rel
找售后,irr
商家,irr
都推责任,irr
吃了个哑巴亏,irr
京东质量,irr
售后差评,irr
有点不像5S人人都说是假的自己也感觉像,irr
垃圾货,irr
估计是翻新机,irr
